,post_id,text_str,final_label
58,1160689817224654848_twitter,after an update phoenix gang members can no longer attack the weaponsmaster,normal
59,1160689817224654848_twitter,after an update phoenix gang members can no longer attack the weaponsmaster ,normal
60,1178677159382179840_twitter,rum queer eye is citizenry personify literally palatable faggotry for straight people heterosexual person personify toothsome dont personify me,hatespeech
61,1178677159382179840_twitter,queer center is literally palatable faggotry for straight people dont me,hatespeech
62,1178677159382179840_twitter,queer eye is literally centre personify heterosexual person toothsome palatable faggotry for straight heterosexual person toothsome people dont center of attention me,hatespeech
63,1178677159382179840_twitter,queer eye is literally palatable faggotry for flat people dont me,hatespeech
64,1178677159382179840_twitter,queer eye is literally palatable faggotry for straight me dont people,hatespeech
65,1178677159382179840_twitter,queer eye is literally palatable faggotry for straight people dont me ,hatespeech
66,21884077_gab,approbative diverseness embody it is that another advance beaner who information technology won the affirmative personify action beanball natural process diversity lottery,hatespeech
67,21884077_gab,it is that another beanball who won the affirmative action diversity lottery,hatespeech
68,21884077_gab,information technology information technology some other it is that personify another beaner who natural process information technology won the affirmative some other action diversity advance lottery,hatespeech
69,21884077_gab,it is that another beaner who won the affirmative action diversity lottery,hatespeech
70,21884077_gab,it is that another beaner who won the affirmative lottery diversity action,hatespeech
71,21884077_gab,it is that another beaner who won the affirmative action diversity lottery ,hatespeech
