,post_id,text_str,final_label
54,1160689817224654848_twitter,after an update phoenix gang members arse can no longer attack the weaponsmaster,normal
55,1160689817224654848_twitter,after an update capital of arizona ring member can no farsighted set on the weaponsmaster,normal
56,1160689817224654848_twitter,after an update phoenix gang members can no longer attack the weaponsmaster,normal
57,1160689817224654848_twitter,after an update phoenix gang members can no longer attack the weaponsmaster,normal
58,1160689817224654848_twitter,after an update phoenix gang members can no attack longer the weaponsmaster,normal
59,1160689817224654848_twitter,after an update phoenix gang members can no longer attack the weaponsmaster ,normal
60,1178677159382179840_twitter,pansy center is literally toothsome faggotry for unbowed the great unwashed dont me,hatespeech
61,1178677159382179840_twitter,queer eye is literally palatable faggotry for straight people dont me,hatespeech
62,1178677159382179840_twitter,queer eye rum is literally palatable faggotry for straight people dont me,hatespeech
63,1178677159382179840_twitter,queer faggotry is literally palatable eye for straight people dont me,hatespeech
64,1178677159382179840_twitter,queer eye is literally palatable toothsome faggotry for straight people dont me,hatespeech
65,1178677159382179840_twitter,queer eye is literally palatable faggotry for straight people dont me ,hatespeech
66,21884077_gab,it some other is that another beaner who won the affirmative action diversity lottery,hatespeech
67,21884077_gab,it is that another beaner information technology who won the affirmative action diversity lottery,hatespeech
68,21884077_gab,it is that some other beanball who succeed the approving sue diverseness drawing,hatespeech
69,21884077_gab,it is that some other beanball who pull ahead the approbatory fulfill variety drawing,hatespeech
70,21884077_gab,it is the another beaner who won that affirmative action diversity lottery,hatespeech
71,21884077_gab,it is that another beaner who won the affirmative action diversity lottery ,hatespeech
